text,score,sentiment 
sit write poem story bubbling emo_pos,2.2917294449293726,2
last night emo_pos,1.5457388813435875,1
dale send billion kiss emo_pos magical day,2.452958281556392,2
might work emo_pos great weekend,2.0824683303402867,2
smile friday emo_pos tgif weekend,2.067769015525472,2
cast vote next election emo_pos jcreport,2.2767867703169173,2
done thank tweet emo_pos,1.82865677174401,1
oh piggin go yer give u peace emo_pos,2.4639204393058045,2
appreciate follow emo_pos heard botanical soap,2.2521881784965907,2
love u emo_pos,1.2447133319073662,1
late upload freshly old healed emo_pos,2.287762219483611,2
oh bed haha ca nt sleep though day exciting emo_pos,3.0113383562876486,2
thx tobibro,1.4034152989029187,1
good think first isp emo_pos,2.017086298803416,2
steel next wednesday see like emo_pos,2.2096742399479643,2
hey emo_pos,1.1941105936144074,1
definitely love making people smile cause swear since met earlier nt stopped smiling emo_pos love cam,3.735260702613655,2
except lord mashaallah emo_pos,1.8077273028966656,1
french fan made movie wwat france last year video photo emo_pos,3.1870079063603063,2
fixed thanks feedback emo_pos,1.7540672755784383,1
thanks everyone came stream hope guy enjoyed night,2.767882855414279,2
yaay thx emo_pos,1.5138715670997998,1
looking forward reviewing emo_pos,1.7914309331000229,1
thank beiruting emo_pos,1.4589166754845757,1
fback emo_pos,1.1756413257609415,1
thanks updating profile page emo_pos,2.000477415486156,2
lovely coffee emo_pos,1.5223603454987935,1
cute panda make day emo_pos,2.045754368670233,2
thank eonnie emo_pos,1.4460234438466997,1
hi saw u follow thought u might like dark plz let u know u think emo_pos,3.301092549881292,2
favourite emo_pos cream soda emo_pos,1.8728940286722155,1
love body fuller shit even lol happy healthy emo_pos happy happy,2.718797706760125,2
rettweet emo_pos,1.1371220674284137,1
real mvg valuable girlfriend staying till madrid game start emo_pos,3.013126261612446,2
sore ya emo_pos,1.521353324944246,1
excited definitely meet emo_pos,1.8277608610819929,1
coming bergerac first team left u21 know checking chant emo_pos,2.9960399124651467,2
emo_pos choice food left individual,2.0687224844712087,2
episode excellent far.emo_pos love adam beach movie amp shows.i looking forward seeing suicide squad next year,3.9482433013540352,2
growing fond christopher nt like initially cocky nt really prove attitude improving,3.2591505207710236,2
sound good dm email address suggest date coffee emo_pos,2.8450437715264867,2
indeed many thanks emo_pos,1.77277197357663,1
smile even pain emo_pos,1.817177658350184,1
hi happys emo_pos,1.4528595356600238,1
funny intelligent strong funny funny emo_pos,1.607629250128518,1
hello emo_pos get youth job opportunity follow gt gt,2.555860437083276,2
using c emo_pos,1.1490403834659122,1
ever watch certain people snapchat bc know emo_pos,2.670942431304293,2
ok know busy emo_pos,1.8100933162001167,1
last exam emo_pos,1.5122456682735277,1
forgot u emo_pos,1.1269357505587645,1
fun fact love meeting new people emo_pos,2.468261892443023,2
know homebased office busy feeling emo_pos pity knee happened,2.845130385764819,2
sale fleur dress cream readystock_hijabmart idr gt idr emo_pos,2.5102516328813635,2
thankyou emo_pos,1.1552186320479825,1
follow amp follow u back emo_pos,1.762644965227542,1
tompolo meeting aimed stopping sale oil find buyer,2.8168895396279376,2
true nt disappoint looking forward paper town emo_pos,2.6471699026557576,2
need know everything going okay emo_pos,2.2964830451921507,2
say le slacking amp getting cracking emo_pos,2.454015219326464,2
nt know name particularly striking happy day emo_pos,2.5897039629270906,2
hey invite join scope influencer emo_pos,2.291457056027518,2
bad mam p,1.405595218091766,1
lovely looking cake bet taste good emo_pos,2.4682337677228414,2
feytyaz follback ya emo_pos,1.7999096879285572,1
found last night let say instant stiffening interest emo_pos,2.82479546182243,2
rettweet emo_pos,1.1371220674284137,1
fback emo_pos,1.1756413257609415,1
rettweet emo_pos,1.1371220674284137,1
ricky_febs follback ya emo_pos,1.7999096879285572,1
got secret grindea courier crypt possibly arma record today gosh new game look like limbo emo_pos,3.803672305320614,2
follow amp follow u back emo_pos,1.762644965227542,1
thanks retweeting orchard art show super weekend emo_pos,2.6266933894337448,2
karachi ka venice rain emo_pos several part karachi witness accumulated rain water,2.8823975695017974,2
maroon cocktail dress mididresses emo_pos,2.0620590552188958,2
fback po emo_pos,1.5093911134495044,1
real quick emo_pos,1.51700531071659,1
morning emo_pos mine usually autofocus use manual really close like shooting vein crackle glaze emo_pos,3.6076852091446185,2
new layout look bomb emo_pos g,2.0109207377978087,2
thanks connecting hope great day question ask emo_pos,2.634951235763051,2
pake emo_pos,1.1269357505587645,1
hi made change design hope like emo_pos,2.482239840619581,2
joim feed troop emo_pos via,2.033872810102538,2
brand wanting review beauty product blog mail ladolcevitainluxembourg prrequest journorequest emo_pos,3.1927130208460506,2
the_madstork follback ya emo_pos,1.7999096879285572,1
good luck shaun emo_pos,1.758260869413221,1
yes emo_pos,1.1935107322093983,1
anyone want added bot dm emo_pos bot,2.084285416052569,2
chloe watched let yesterday really awesome really talented intelligent actress beautiful emo_pos,3.139922952387443,2
could get free solo dm give away emo_pos xoxo,2.843954171627339,2
thanks sharing wishing wicked weekend emo_pos,2.262095400533295,2
hola juan sending big hi houston tx emo_pos fan jenni family year stumble upon video,3.7151182575144635,2
prob.nice choker btw emo_pos,2.041496237158404,2
seouljins emo_pos fine tbh,1.80816906123604,1
photoset sadomasochistsparadise wynter bottom outtake emo_pos sadomasochist paradise cuties,2.8730738494136348,2
make day smiling emo_pos,1.8027866246855944,1
fback emo_pos,1.1756413257609415,1
ty bby,1.4139801833518453,1
please enjoy clip losing shit cypher emo_pos,2.4586411455483006,2
next week office let go emo_pos,2.287732555267981,2
thank following,1.3928258137332017,1
stats day arrived new follower unfollowers emo_pos via,2.7134367253129823,2
amen thanks emo_pos,1.4349843794843178,1
hi bam follow bestfriend love lot emo_pos see warsaw lt love lt x32,3.0657696267790966,2
follow amp follow u back emo_pos,1.762644965227542,1
paper girl,1.398789344821028,1
know would lovely pic emo_pos x,2.083924883445852,2
planted people allowed thing every thing p,2.1730531845399965,2
corner fucking dope getting addicted great job,2.5950329565020684,2
bby gurl emo_pos,1.5059504765158644,1
hey hey,1.0,1
still suck editing turn something special owe guy emo_pos,2.848227380793128,2
visit blog thanks,1.6870859123817172,1
ugly daniel good ape emo_pos,2.011058094122907,2
happy bday saar great year ahead emo_pos,2.4311742806201644,2
thought might saw loved verse butterfly part bonus emo_pos,2.8579727202644962,2
thank emo_pos ok fun enjoy day u,2.3002277160363285,2
well good morning,1.7228084749676134,1
would follow emo_pos,1.5639693126654417,1
busy productive day filled tear hour hour laughter today good day emo_pos,2.923797949992311,2
hi ticket dm emo_pos,1.8057223175233843,1
yummyy emo_pos eating dosa,1.8064048900743328,1
probably easier meet station unless particularly want show house emo_pos,3.019424327961725,2
huge amp warm welcome emo_pos,2.0370636469320864,2
achi im busy next week exam hope understand cant tweet youu bawi ako queenesther emo_pos,3.713880362539139,2
looking sharp emo_pos,1.4978642416239711,1
yes im year younger u emo_pos wonder youre huge boy,2.849701602906497,2
playing brain dot emo_pos braindots,2.0755643548920264,2
ha one picture emo_pos,1.8060000973827224,1
ready emo_pos poldi cimbom,1.796229927293306,1
thanks share emo_pos,1.4979730405099545,1
fback emo_pos,1.1756413257609415,1
follow amp follow u back emo_pos,1.762644965227542,1
happy birthday buddy,1.6917841367522182,1
thank emo_pos,1.2380590092427857,1
sigh bruhh call daddy one time emo_pos,2.4460862097051006,2
communal knowledge emo_pos,1.5059504765158644,1
probably gon na though,1.99147759562656,1
thanks bringing attention let u know question emo_pos would amazing,2.79178391580438,2
many thanks happy friday everyone emo_pos,2.2938692939611256,2
welcome emo_pos,1.1910254511559744,1
bank credit department nt bad enough anz gone extreme offshoring absolutely classic emo_pos gottolovebanks,3.6006953986758847,2
emo_pos amp yup inshaaallah make dua u amp fr u see thru hatred amp move towards truth aameen,3.5436659163162,2
like coca cola love fanta dream pepsi die sprite alls sweety emo_pos neutral,3.419383346092084,2
good witness emo_pos,1.4605501234810898,1
welcometweet hi thanks following ask follow back emo_pos via,2.793811693338156,2
psygustokita good afternoon emo_pos,1.7711977874573717,1
dream gaming setup part finished,2.2209996174329123,2
definitely emo_pos,1.1670625849905654,1
thanks emo_pos,1.2651372398130718,1
make ur dm open pls question ask hehe emo_pos,2.8692245319560064,2
wet foot welcome carpet worry emo_pos,2.268100123360206,2
judgmental hypocritical narcissist emo_pos,1.8057780840440132,1
another jumpsuit bt denim emo_pos flipkartfashionfriday,2.278269696827329,2
verge owl city thanks,1.9078952379554872,1
also sometimes nice break seeing constant tweet one subject welcomed emo_pos,3.159635141038758,2
ff great day everyone emo_pos,2.086387520566379,2
follow amp follow u back emo_pos,1.762644965227542,1
hey mom hit home run emo_pos,2.2880679623510227,2
haha emo_pos sia,1.4897402341187354,1
counting emo_pos,1.1269357505587645,1
brilliant parent teacher interview finding wonderful thing talented girl emo_pos,3.021767984669583,2
thanks following u wonderful friday emo_pos ff,2.283850420170169,2
u started comparative religion rant well emo_pos ur student guess last benchers probably,3.319030210611993,2
porsche paddock budapestgp found johnyherbert rolling u weekend emo_pos porschesupercup,2.8455840561880668,2
waking nice weather koyal melody unexpected surprise create memory freshness make day emo_pos maxfreshmove,3.581259564764192,2
science student side please emo_pos,2.0584348233741085,2
eps catch wirh arc v emo_pos,2.060584654426423,2
hi bam follow bestfriend love lot emo_pos see warsaw lt love lt x31,3.0657696267790966,2
happy birthday nt know wolf birthday emo_pos,2.1323422641883365,2
thanks sharing emo_pos,1.5070591525261807,1
may allah fulfill one n desire ameen emo_pos,2.4678206905888604,2
kca votejkt48id helpinggroupdms quote tweet dm really want surprise emo_pos,2.9943932880473194,2
weird dp know p,1.6795717957821794,1
wife kid poor emo_pos,1.8132334029179848,1
fback emo_pos,1.1756413257609415,1
need life emo_pos,1.5447520891985465,1
follow amp follow u back emo_pos,1.762644965227542,1
chick emo_pos,1.1269357505587645,1
hi neutral want free guide use zonzofox app using link nice stay emo_pos,3.4616828911868054,2
thank bhaiya emo_pos,1.4460234438466997,1
thank brother emo_pos,1.4589166754845757,1
lucky dog hate emo_pos,1.8177875855025891,1
patty emo_pos,1.1269357505587645,1
definitely post blog emo_pos elaborate project thing never,2.677085313851206,2
planning trip kuching enjoy special room rate merdeka palace hotel amp suite plusmiles card emo_pos,3.7332351225043032,2
glad service kinda emo_pos hahahaa,2.052619631247932,2
mean new nex still safe gwd,2.4000380053993067,2
really love love thing emo_pos,1.7988294101544375,1
shes nice girl trust emo_pos okok trust u lt,2.287568712687173,2
cause u know ur wrong emo_pos fucking idiot,2.471925522824644,2
chaerin unnie emo_pos,1.504374736591584,1
great viable alternative nowadays emo_pos,2.019027819124785,2
glad could help make sure pas comment thank lovely tweet emo_pos ip,3.311989003142888,2
tombow abt arrived emo_pos,1.7791614127186626,1
hi would like concert let know city country start working thanks emo_pos,3.3315220462618167,2
happy friyay happy follower emo_pos xx,2.0195575785600823,2
kinda smug know stuff marrickville public ten year ago emo_pos,2.999971923999839,2
loved since eighteen emo_pos,1.8060126479842609,1
perfect triangle win ball game emo_pos auvsscr ncaaseason91,2.6795514347751723,2
thanks sharing wishing wicked weekend emo_pos,2.262095400533295,2
morning emo_pos kill future start slow,2.2646348751559224,2
trying make ice chocolate coffee popsicle soft melt mouth emo_pos perfect hot day,3.4455984509252744,2
thankyouu dianna,1.414213562373095,1
ngga usah dipikirin elah ca nt easily say someone entp emo_pos reason,3.290747096223316,2
smile every day emo_pos,1.817710890796384,1
killin meme worthy emo_pos cool shot,2.2787320802460425,2
emon emo_pos,1.1269357505587645,1
country first sign decent outdoor rave piss day emo_pos pack,2.988476794730563,2
happy birthday emo_pos,1.551623205687151,1
glad like service happy shopping u emo_pos,2.2444359150979025,2
fback emo_pos,1.1756413257609415,1
wow finally aku bakal liat kak merry di tv first time,3.2694699457232286,2
follow amp follow u back emo_pos,1.762644965227542,1
post pic outfit today hashtag gt fashionfriday emo_pos uploading later today blog join fun,3.4545850995260103,2
thank always wanted see angle.nelson would proud emo_pos,2.7960741370308666,2
lol go cheap right emo_pos,2.036700442861647,2
emo_pos,1.0,1
enjoy cute baby panda emo_pos,2.070934673722003,2
mymonsoonstory tea tree skin clearing lotion moisturizing skin important monsoon emo_pos,2.9477721566882007,2
whoop whoop emo_pos quacketyquack,1.3841429221887305,1
yeah thanks romantic love baby emo_pos,2.221272824387718,2
valencia weekend enjoy emo_pos,1.7784832084197288,1
sorted emo_pos thanks daaru party chaddi bros,2.439261269360081,2
beginning lineup emo_pos left lineup,1.674084263195518,1
nt know feel mean mean nt know act around emo_pos,2.4088229191516737,2
ha ha emo_pos guess polite,1.718148711585079,1
thanks much emo_pos,1.5497381181520606,1
sleep tx emo_pos,1.5039772166938987,1
looking wonderful.great body love really closely trimmed pubes emo_pos xx,3.1142621978758083,2
e mi tio emo_pos know must follow since sinaloa arre,2.7985603147411777,2
must hahaha p,1.4141029410572337,1
really stylish amp trendy good going kim keep emo_pos,2.785303384103958,2
love fabfriday emo_pos,1.4400218102434197,1
facetime calum weekend constantly messaging luke emo_pos,2.477295872524466,2
follow amp follow u back emo_pos,1.762644965227542,1
well thanks guy sure thing hope ok emo_pos,2.6929392058050072,2
info yet announce soon get filbarbarian emo_pos,2.458873373188172,2
beer talk say broken arm issue testicle light emo_pos,2.8571266041595917,2
proud night social app katerina maniataki design idea via,2.9549179555238667,2
ahh alright emo_pos wan na know worthwhile judging tech review better window,3.312006347455072,2
found later sorry asking stupid question loving plugin far also loved bass slap ig play emo_pos,3.8883534332913214,2
door open everyone ticket get seat early watch support act emo_pos,3.1682973007937996,2
fback emo_pos,1.1756413257609415,1
london baby emo_pos toptravelcentar ttctop lux luxurytravel beograd srbija travel,3.0292794746368035,2
thank wendy provide fresh water area provide drainage service amy emo_pos,2.841375813208694,2
homebound hahahays,1.414213562373095,1
welcome,1.0,1
yeeah,1.0,1
moar kittehs incoming,1.7320508075688772,1
looking forward meeting tower today emo_pos,2.2637654036312926,2
yippee hope little one enjoy scrummy recipe emo_pos,2.6421687196956927,2
ur bio moved mcpe gt vainglory emo_pos u,2.4742064121552003,2
one day wish emo_pos,1.8120553650761937,1
thanks emo_pos,1.2651372398130718,1
awesome driver lilydale f give man raise emo_pos magicalmysterytour,2.6636713372010736,2
chek rule join chek weebly,1.8592432677846988,1
good luck london weekend super result great support donetsk emo_pos neutral neutral,3.0543601697084224,2
thanks london favorite city earth wishing wicked weekend emo_pos,2.831212915668174,2
thanks follows emo_pos,1.4531076318848617,1
follow amp follow u back emo_pos,1.762644965227542,1
thanks following need anything printed personalised gift wrap business get touch emo_pos,3.266312860849478,2
hi adrian parcel monday tuesday emo_pos pris,2.4602452633852114,2
back wz pattern amp buttonhole finishing designer friend famous client emo_pos,3.1202240195174986,2
get three half hour emo_pos,2.0524829860359577,2
p keep alive p p,1.3784740753191898,1
trial spm nice emo_pos,1.7729769734937484,1
happy birthdaayy dinoo,1.6734070699317485,1
cardio done steak go time cue photo p laptop putting thing together exciting,3.3971237350428067,2
fav ur amp u like guinea pig emo_pos lt,2.6097481018302986,2
live summer,1.4138240595993643,1
hi gt salamat sa mga nag.greet emo_pos really appreciated guise godbless yall emo_pos lt,3.5989848084277702,2
dear crush apple eye emo_pos,2.0651605146307817,2
ai nt bad emo_pos,1.790362571931869,1
thanks ga,1.3149638749700563,1
deserve fab work emo_pos good work charles workhard model,2.6262516871456603,2
follow instagram,1.3423380576241368,1
done emo_pos,1.1800989384807306,1
ai nt early forrit wah happened tea bread done afang soup making semo next,3.685442806189669,2
one word p,1.4000658161451929,1
brb going somewhere im forced go emo_pos,2.4584272199797867,2
check blog let know want see emo_pos lbloggers pbloggers recipe bookreview toddlerlife,3.260066123256477,2
done emo_pos,1.1800989384807306,1
doesnt go thats question emo_pos,2.0632405072458613,2
tato bulat,1.414213562373095,1
cause problem discussing thing know p,2.186357074749949,2
follow amp follow u back emo_pos,1.762644965227542,1
gosh true,1.405595218091766,1
sure thing emo_pos shared suggestion concerned team sure get back pretty soon,3.072674131352257,2
fback emo_pos,1.1756413257609415,1
know like dj snake performed vid con todayy emo_pos,2.8008485679293864,2
hi max filming gaza month back would love retweet think good enough emo_pos,3.3883106391899376,2
see logging game morning neutral always remember trip bb emo_pos,3.00000810418841,2
think need rest goodnight emo_pos xx,2.301880436215224,2
tried turning emo_pos,1.513517193172699,1
hi everyone love u emo_pos,1.8421975252702207,1
emo_pos,1.0,1
got video ready tomorrow sleep peacefully tonight goodnight everyone emo_pos,3.0252341769026763,2
thank emo_pos,1.2380590092427857,1
pc hotel emo_pos lt,1.7846130349291298,1
emo_pos legal age nt drink much really,2.4323584971337047,2
also want info sha nt ditching die vote tory emo_pos,2.9850077723842205,2
love u si emo_pos bajrangibhaijaanhighestweek1,1.7562273007768607,1
ah sokay andy thank youand emo_pos,2.241069447571463,2
please follow return soon follow emo_pos tuitutil,2.2576218078352643,2
aww cheer bud yeah would good see everyone hope well emo_pos x,3.1468847138612475,2
follow amp follow u back emo_pos,1.762644965227542,1
dont worry dear get used emo_pos,2.2862031511265966,2
great got lot learn lot question,2.1540208913990204,2
look like lot fun hope many good takeaway today emo_pos,2.9808738426517163,2
smile make smile emo_pos,1.4018842536551508,1
fback emo_pos,1.1756413257609415,1
slept like baby last night instead waking every,2.7768639742147765,2
genial emo_pos,1.1269357505587645,1
fab competition emo_pos,1.505779026909856,1
yosh emo_pos,1.1269357505587645,1
thank emo_pos,1.2380590092427857,1
know packing procrastinating much fun emo_pos plus need outfit sorting,2.974308045955828,2
hi saw u follow thought u might like dark plz let u know u think emo_pos,3.301092549881292,2
telling people kfc go buy kinda hot itunes emo_pos dedicatedfan,3.0075968605261494,2
nt daft teething trouble allowed emo_pos,2.242820357985313,2
huxley look cool basket good choice favourite shop emo_pos ben,2.9822676942594786,2
thank sent email emo_pos,1.789648716514185,1
gamer follow train follow retweet follow retweeted gain active follower emo_pos,2.799264847398895,2
happy birthday emo_pos,1.551623205687151,1
given kepler distance propose far away suitable name perhaps fan comment suggest alternative emo_pos,3.629021323471994,2
love using emo_pos,1.4868000199076543,1
made change final design hope like emo_pos,2.483673536778599,2
thanks retweet emo_pos,1.52240591584932,1
tgif happy friday emo_pos,1.799929920966199,1
stockholm see tonight emo_pos emo_pos,1.839532261135714,1
super,1.0,1
alright amp last winner emo_pos dm ur email,2.6701038000347617,2
thank emo_pos,1.2380590092427857,1
brilliant thanks advice emo_pos,1.7659150558433432,1
suite life zack cody emo_pos,2.0517022861092045,2
cat destroying back heel claw emo_pos,2.2502735716271456,2
fback emo_pos,1.1756413257609415,1
heard lot good thing movie definitely watch emo_pos,2.6752042751329816,2
follow amp follow u back emo_pos,1.762644965227542,1
q blonde see look box cheerio donut seed emo_pos,2.636361075427797,2
back emo_pos sorry many problem emo_pos,2.1276478562768464,2
thanks know cutest love emo_pos,1.9578912909943145,1
thanks emo_pos ffback,1.4349843794843178,1
please put spotify please emo_pos,1.786182420025292,1
got fridayfeeling vc career team today emo_pos new job share,2.9925882678670632,2
goodnight fuck emo_pos,1.5246200189665668,1
done emo_pos,1.1800989384807306,1
see tonight tgp1 test race emo_pos,2.2583127736763893,2
u loner side please emo_pos,1.798962593258692,1
hey follow back average joe love bluejays emo_pos,2.5650203839449492,2
vinylbear ice cream made ready party emo_pos,2.4908625958240096,2
ff best pal amp furbaby luff amp hug weekend emo_pos x,2.823572249231641,2
glad hear dan mega excited retail launch emo_pos nt forget look u boot whsmith,3.4457355830469973,2
ps3 still good say keep use keeping though choice emo_pos,3.0006794735656386,2
still nice right emo_pos emo_pos emo_pos,1.9690857279130232,1
shannon woohoo emo_pos,1.5066430458908768,1
haha got dont worry,1.988854023161677,1
awesome okay na,1.731088038650249,1
two week closing day redecorate expect something little different ready second birthday emo_pos,3.444688131926397,2
thanks bob sure pas ellie mairi emo_pos,2.439017663169705,2
pain workout love pain impairs getting ugghh dam fuck day shit getting dun emo_pos,3.1527723185759213,2
thanks follow emo_pos soap perfect eczema sufferer,2.398189651973388,2
r back emo_pos,1.2272895142468492,1
yay mega excited retail launch great know feel emo_pos,2.830932098968805,2
aww congrats emo_pos,1.530056178195134,1
followed ndee emo_pos,1.5066430458908768,1
pleasure always emo_pos,1.526238622508206,1
publilius syrus fear death dreaded death emo_pos,2.1851245583854944,2
look u little shit emo_pos fell asleep amp woke amp thought u asleep emo_pos plus earlier emo_pos fuk u dude,3.4301294375848297,2
check people wan na unblock everyone p,2.4107339060243587,2
hi would like concert let know city country start working thanks emo_pos,3.3315220462618167,2
need manually tweak php yeah emo_pos,2.2611349704900285,2
would cool fall asleep phone oomf emo_pos,2.477607186011073,2
thank much pippa emo_pos,1.7479886789690882,1
wait year soon emo_pos get go trip like hschool year,2.720832319237709,2
amen emo_pos wsalelove,1.5095942513897551,1
bus girl us long cardi almost everyday everytime see u emo_pos cute smile,3.300579878653369,2
great shot safe trip back hk love place emo_pos,2.7898521991550367,2
program acorn originally way since c64 apart cpu considerably advanced emo_pos,3.1848280515778638,2
onair james bay hold back river emo_pos,2.462567141743436,2
follow amp follow u back emo_pos,1.762644965227542,1
happiness seeing photo rescue mutt twitter emo_pos,2.4891664501213304,2
absolutely waiting day emo_pos,1.7879494911024332,1
fback emo_pos,1.1756413257609415,1
hi emo_pos wondered sent order number could confirm delivery definitely set tomorrow,3.3163885879354886,2
okay love ask emo_pos,1.8071035491387184,1
yes switched back emo_pos lap optimized window lu,2.63498720147285,2
omg tweetofthedecade pa,1.7227011798810083,1
final grade class emo_pos,1.8065091325453264,1
happiest friday great weekend,1.9373866776215767,1
thank see later emo_pos,1.7975486351909238,1
bbmme someone add bbm pin okayy emo_pos bbmme bbmpin addmeonbbm add bbm bbmme bbmpin addme mi pin,2.901472743693357,2
today ff emo_pos,1.54855048712063,1
tell better normal menu emo_pos,2.049779330145237,2
enjoy emo_pos,1.1877003590325497,1
year ago married first love best friend thanks amazing year glenn love wife emo_pos,3.223806267754281,2
whats ur height emo_pos,1.794019575907536,1
ha ha love thank emo_pos exciting plan tgif,2.2812915200428043,2
stats day arrived new follower unfollowers emo_pos via,2.7134367253129823,2
fab job emo_pos,1.521683061209974,1
sculptor pillar available store good thing released store emo_pos ti5 dota2,2.9103047815358045,2
follow amp follow u back emo_pos,1.762644965227542,1
thanks follows emo_pos,1.4531076318848617,1
awesome find twitter image mention give u nudge spot tasty plant pic emo_pos,3.3199939254926227,2
enjoy short hilly cycle last day england trip scotlandismassive emo_pos,2.9818925812425285,2
thanks amazing come meet emo_pos,2.0574013493223,2
thank gen miss,1.673324098402601,1
starsquad get follow please vikk fna emo_pos,2.407177954165544,2
mombasa feel like emo_pos tukutanemombasa karibumombasa,2.2359151284764174,2
stats day arrived new follower unfollowers emo_pos via,2.7134367253129823,2
thanks emo_pos,1.2651372398130718,1
hello hanbin seems first time talk,2.40153332125577,2
fback emo_pos,1.1756413257609415,1
im giving u something u deserve take emo_pos,2.2866216845689404,2
certainly emo_pos,1.1407503487091226,1
goosnight everyone love u emo_pos,1.7468196923358383,1
cheer emo_pos cause haha maybe might let one day emo_pos thanks kindly,3.1841795601264584,2
ha ha sound familiar emo_pos,1.7068686516358589,1
pleasure emo_pos,1.1552186320479825,1
jealous bestfriend close emo_pos,1.8060562772175937,1
waking sound rain hitting tent emo_pos yay,2.495271670146478,2
yea want cozy warm bed back x thx dear may work day chilled short emo_pos,3.567694208592953,2
follow amp follow u back emo_pos,1.762644965227542,1
phenomenal bro would love collab friend asap emo_pos,2.6259259569410056,2
mom girl gave birth emo_pos,2.052290869751808,2
yay new vid,1.7023604902005605,1
see friend emo_pos,1.5520766069553689,1
behaves like monster nt emo_pos,1.970148529964765,1
spree atm emo_pos,1.5128175243358049,1
tank outstanding thankyou every single donation got u h,2.613743869346232,2
ready contestkiduniya emo_pos,1.5075520771818107,1
hope thanks mfundo emo_pos,1.7197026902798926,1
cheer oche hun emo_pos xx,2.045268666533493,2
inner nerd shall tamed insidious logic,2.4481835588003484,2
omg math channel continues like doubt get sub sub video come emo_pos,2.9164580409609533,2
forgiven wonderfuls mannerfuls nt emo_pos,2.0082450368739955,2
yhoo ngi happy today nothing ruin mood hey emo_pos emo_pos emo_pos,2.8904481580021706,2
follow amp follow u back emo_pos,1.762644965227542,1
fback emo_pos,1.1756413257609415,1
hi would like concert let know city country start working thanks emo_pos,3.3315220462618167,2
always pushing limit hey obakeng emo_pos,2.254351384744724,2
would nt love big juicy selfies emo_pos,2.440698164306,2
haha nothing stop goat,1.9780215237513128,1
morning emo_pos,1.198099229737217,1
looking good guy emo_pos,1.8357431909927104,1
haha alhamdullilah everything good im need talk emo_pos,2.6529253508358166,2
stats day arrived new follower unfollowers emo_pos via,2.7134367253129823,2
good morning happy friday emo_pos thought quickly say hello little pebble engrossed bing,3.403722451847848,2
gorgeous fun yall emo_pos,1.8102156624934969,1
screaming happy bday fav boy whole wide world love emo_pos big,3.1415544322972275,2
stats week arrived new follower unfollowers emo_pos via,2.7188136180702442,2
really happy today wat u done u muahh emo_pos may god bless u emo_pos,3.0184145479176285,2
pausetime always nice emo_pos,1.7760712645739352,1
seeing car drifting around corner looking bit loose emo_pos,2.856867048462063,2
appreciate recent retweets great friday emo_pos,2.261336178240137,2
nt pay end campaign kickstarter emo_pos,2.2507298037445485,2
follow amp follow u back emo_pos,1.762644965227542,1
thanks sharing article emo_pos,1.7780214322473096,1
absolute cutie congratulation emo_pos,1.8109824182475776,1
hi jenna emo_pos ask bellybutton innie outie,2.45288870102184,2
emo_pos havent vacation month xd,2.069587434563839,2
hi sarah delish range online emo_pos supermarket looking,2.642813959084939,2
congrats joselito amp freya nth time emo_pos latepost lupet mo eric,3.138229895182237,2
askaman emo_pos,1.1269357505587645,1
really helpful emo_pos alternatively give u call help mka,2.664320181156432,2
u r smart real life u act smart webz emo_pos,2.138098799583345,2
oh great emo_pos,1.551305313122801,1
contestkiduniya hope win emo_pos,1.7854288527113322,1
oops well least realise doesnt work anymore emo_pos,2.663384067045892,2
v cute carmel thanks great work emo_pos,2.2185727527103003,2
big boy make decision emo_pos,2.0584091162614606,2
thanks,1.0,1
follow amp follow u back emo_pos,1.762644965227542,1
think amp matt ever get back together stay friend emo_pos,2.9965385209411783,2
see later emo_pos,1.5100906640533314,1
probs emo_pos ill message xx,2.057532080410043,2
honestly idea thing could explain emo_pos,2.271851136796048,2
throwback emo_pos,1.1371220674284137,1
love relationship emo_pos,1.4627585359382895,1
pick please employer emo_pos,1.8025200678616424,1
alright sleep well emo_pos,1.8108545623664791,1
cute account emo_pos,1.5289075383521795,1
dear please ask paperboy keep paper rain today special issue emo_pos,3.165420355339843,2
thank honest needed reassured bit please enjoy game know emo_pos happy friday,3.271962143436328,2
wan na follow personal bye guy emo_pos,2.447709609207606,2
problem want suppose happen friday friday always win tgif emo_pos,2.8308335433757845,2
fback emo_pos,1.1756413257609415,1
thought mubank lol dongwoo unexpected tweet,2.4110419073192406,2
bright weather today hope london hot tommorow ca nt wait go tommorow,3.0117360796816097,2
feel better emo_pos,1.5386003544411222,1
lot fun emo_pos newyork magic loll,2.2478619877407597,2
first person make twinx cry year old emo_pos,2.6731039739368443,2
find path firmansyahbl emo_pos,1.7976463514432184,1
super,1.0,1
sunday morning stream also birthday stream follow usual birthday procedure play grim fandango,3.1477987384442683,2
sometimes ordinary thing made extraordinary right people emo_pos,2.656856729018393,2
stats day arrived new follower unfollowers emo_pos via,2.7134367253129823,2
bos birmingham oracle samosa emo_pos,2.063897920135932,2
need find boy love fireball much emo_pos,2.450667504518714,2
shoe store serf sushi shop shoeshi shop ok idea change world emo_pos,3.0702956307207514,2
look pretty nice emo_pos love flat look,2.190025532749396,2
nt forget emo_pos,1.5131031412500466,1
emo_pos love lymond philippa someone bit like philippa novel like,2.448283095337292,2
selfie tara thanks another great event happyfriday ff emo_pos,2.7989993360542083,2
follow amp follow u back emo_pos,1.762644965227542,1
aur han imran khan still younger many emo_pos,2.6764346730873387,2
