text,score 
ugh emo_neg head hurt,-1.8189037912242123
dearly miss love sunshine emo_neg,-1.9797781713586418
suk butt except pumpkin scone havent made year emo_neg,-2.846491246638551
love outnumbered much wish watch emo_neg,-2.2336576650094746
vidcon emo_neg,-1.117606391946805
emo_neg feel better soon eris support,-2.258571414972888
hello geez badly miss precious star emo_neg exo lt,-2.824441393618439
yes hive always suck voting shit emo_neg,-2.4682312503181345
said got7 back vietnam december dunt think aww emo_neg nt kid,-3.1026208598107043
ikr emo_neg lol,-1.4933492290834294
hear sobbing emo_neg,-1.4855560701685944
cute emo_neg,-1.1582475500071892
nt buff leg yet emo_neg,-1.975257943567959
noo toni deactivated emo_neg,-1.7948497987946785
bra shady kiss though emo_neg isibaya,-2.2675556973988673
place forever hold special place heart emo_neg gon na miss germany,-2.8577225170934177
nt really slept night emo_neg different place little colder hopefully help took med,-3.4206393384502762
leaving airport soon emo_neg nt wan na go home,-2.812661291587577
want sausage roll emo_neg,-1.7484301084983178
rain rain go away emo_neg,-1.6545536643914551
work adios friend emo_neg,-1.769003612000843
cold sore emo_neg ew h8 help,-2.2689495005349887
wrong fb messenger emo_neg,-1.7886754584736122
wish band shittier could get booked leno emo_neg,-2.6191839024303505
identity crisis emo_neg,-1.4953476863508202
roommate officially knocked emo_neg much nighter,-2.247323334090983
bird flew window dead emo_neg,-2.0593244101745594
come thru b miss emo_neg,-1.7527197990403711
derek like tour amp visit wetherspoons pub across uk get police contact hope ok emo_neg,-3.6940817783521904
please follow emo_neg,-1.5510177378285257
even dream frank ocean released new album ffs pls emo_neg,-3.0082805444661638
snapchat lisaherring19 snapchat kikme kikmeboys woman ebony weloveyounamjoon sexi emo_neg,-2.8316770466193915
nt know gave white dress small polka dot away emo_neg sigh ndi hacked,-3.4214181865079567
miss baby emo_neg,-1.5259243885394542
amp already bad day emo_neg,-2.0829680813080884
yum feed leftover emo_neg,-1.7987666053268059
nobody told side twitter amp c owns sorry emo_neg,-2.649816318927728
last dick pic got awful ruined walnut whip life emo_neg also named turned wife followed,-3.720554357489202
boah emo_neg,-1.1124152732025274
thing hard right amp ca nt even home mady help emo_neg,-3.130113876961429
emo_neg,-1.0
know emo_neg,-1.1917946878030383
aww last semester ever emo_neg def catch sometime soon always leave long,-3.318203816937387
manga cute yet made cry emo_neg,-2.27281369439433
like moment emo_neg,-1.4964842281071289
ate leftover giant aminormalyet cookie breakfast clutching poorly tummy pjs groaning emo_neg,-3.3457252704922142
miss emo_neg,-1.214767210592236
nou youre emo_neg picture adam,-2.052146663684248
sad moment emo_neg,-1.5064833252535292
would nt right emo_neg,-1.795660421255643
ken saras waiting sister accident poor emo_neg,-2.481579762207898
manage sort ticket issue mate nobody picked rang box office emo_neg,-3.1920551360253646
fk freaking word describe eric prydz like emo_neg world,-2.8231499606970654
hour sisterinlaw installed new seat bought rearended everyone fine seat trash emo_neg,-2.99833762151245
first time life hold boob whilst running stair bra life emo_neg,-2.9613242500349735
like paper book emo_neg,-1.7825379669514358
friend love eat ice cream childhood missing day emo_neg toothsensitivity,-2.988704661525888
emo_neg,-1.0
stressful emo_neg even dress size ke shem,-2.478595899845368
trust well emo_neg awell long drunk care weekendofmadness,-2.6573412291245986
really like cb outfit time bad emo_neg,-2.426001552944073
threatened emo_neg,-1.1124152732025274
wan na dancer wan na choregrapher cant emo_neg whyy life unfair,-2.825243791445473
happening anymore emo_neg,-1.5044603321021366
nt even know still existed haha text emo_neg,-2.602624381750994
messaged nt replied dont even think active facebook emo_neg,-2.7749614422407882
work hoe xd ca nt even look bby peace emo_neg,-2.942513230874826
u emo_neg,-1.0
well seems like dream emo_neg,-2.0399897886081955
dream team recording today emo_neg im sad xiu could nt make emo_neg,-3.131992806733286
nk gi us birthday emo_neg,-2.051809111051921
aww sorry hear emo_neg,-1.8184066183122425
miss much ate elisse emo_neg u still remember,-2.425935863659677
miss much emo_neg,-1.5595764596264523
ksoo make emo emo_neg,-1.7684463336584
wat small session tat emo_neg still im little happy bcoz first time heard name still short,-3.7138648979643736
aww sorry emo_neg bet looking lt,-2.2846253722199275
matter many time try sleep ca nt emo_neg,-2.6207476047879674
paper town sm emo_neg,-1.8069837383601972
nt go emo_neg,-1.5487084079030649
going miss baby emo_neg rancho imperial de silang subdivision,-2.7914586250560562
traffic emo_neg,-1.127665064183767
twitter help center amp follow people via really really sorry following evry one emo_neg,-3.396537900324084
hot cornwall veritably cold emo_neg great prize xx,-2.6737617205109783
aww emo_neg thanks anyway,-1.8019219716028585
regular gym workout boring could spinning emo_neg,-2.4706505260166285
ca nt anymore ca nt stress body yet life based upon stress ca nt emo_neg,-2.8609773615954794
nt see penny emo_neg dm email address send ebook,-2.7829737901924365
addictedtoanalsex sweetbj sweetbj blowjob mhh want make man happy emo_neg,-2.6038592634129514
im sed emo_neg person im meeting late im end sg havent taken dinner yet bless,-3.3840382431376854
feel left emo_neg,-1.5209391043954015
mention mee omg please oppa eonni stop lovey dovey front poor single dongsaeng emo_neg,-3.5746279360616704
workin emo_neg got day tuesday tho haha x,-2.443787686283171
schade emo_neg,-1.1124152732025274
gutted never amp g belfast emo_neg,-2.0276514089345072
im jealous emo_neg followed jacob follow jacob emo_neg,-2.0485174090727867
isco emo_neg,-1.1248589694285935
penis small emo_neg,-1.4946615378275894
omg every fucking month emo_neg,-2.06442011251009
wish dog liked cuddle emo_neg,-2.0487689655219596
come carlton emo_neg,-1.4825937756074958
babe emo_neg u still read thru conversation ur hushed,-2.6570544822000914
sometimes wonder went wrong emo_neg guess never know,-2.6766460864485437
violence emo_neg soul sick nation praying louisiana lafayette matteroftheheart peace,-3.026092335459062
waduh pantes emo_neg,-1.4939797476624552
know actually got suspended smoking believe teenage fucking cliche emo_neg,-2.9846104141137824
already miss much emo_neg,-1.824270320048055
miss youu emo_neg,-1.4729601457226709
today rma jersey emo_neg,-1.759819735026065
fake texted emo_neg,-1.4988474538620158
emo_neg,-1.0
eng let talk since ca nt stream game emo_pos,-2.924604894502199
chance emo_neg,-1.1410797833783606
snapchat jaclintiler snapchat snapchat teen model likeforlike mpoints hotfmnoaidilforariana emo_neg,-2.521430802420969
hi dm luke please emo_neg,-2.030363654010311
really wanted ran time emo_neg,-2.0280662981090236
hate waking middle sleep emo_neg,-2.0478100167204674
emo_neg,-1.0
fuckk wednesday emo_neg,-1.4957740911937805
want start one making small game feel like need get jump start asking support emo_neg,-3.443100961732624
justin emo_neg,-1.117606391946805
emo_pos gon na cry,-1.9901377967957685
really excited also really sad wo nt able see emo_neg,-2.757812704433333
ca nt finish sanum today emo_neg llaollao dessert full,-2.7582353954639642
want food emo_neg,-1.4937087329378906
last day emo_neg,-1.5400722794077417
ubericecream super didnt get glare emo_neg,-2.2490876271865856
nt know vine emo_neg,-1.7188614811405807
tweetin earlier morning amp nt emo_neg sad mood day emo_neg,-2.801607019437612
sunggyu plaster elbow fall emo_neg,-2.055714315714073
middle figuring choreo emo_neg next time girl,-2.45413406916889
thinking well offensive laughing emo_neg,-2.039344614768723
love sad nt front emo_neg,-2.004246984352094
yeyy finally hd brow kit broken slightly emo_neg,-2.6790583205759995
monday wednesday g na girl emo_neg,-2.034152389034129
babe emo_neg,-1.1464008493768383
miss everyone omg emo_neg school sux emo_neg,-2.2965572733014805
enjoy emo_neg,-1.1248589694285935
add kik nothaveld765 kik hornykik edm sexy likeforfollow hannibal camsex emo_neg,-2.981732560932006
new mosquitoe bite emo_neg,-1.7783276964912296
kinky shit hsould justget married already emo_neg,-2.4675185758415683
really dont wan na go home today emo_neg,-2.7068691731602414
la emo_neg,-1.1343718918532968
nothing like u come shuffle emo_neg,-2.0302561445887943
hmm thinking getting one might get one inte future really miss buckling spring emo_neg,-3.401176257842646
ah millz askies emo_neg come back awusasho emo_neg,-2.493822917804091
guy really unlucky one driver briefly checked egg half spotted emo_neg,-3.1407955182447322
tired emo_neg,-1.1621431235363473
im greatful still see u despite emo_neg,-2.218135022530519
love brooke concerned cause face cracked emo_neg,-2.452754132101719
july emo_neg,-1.1362291530473738
july emo_neg,-1.1362291530473738
bored max rn emo_neg,-1.795071735554054
sorry manage file external sd card via airdroid supported android google restricted,-3.4306311330494665
u cute thank u emo_neg,-1.5210232205217378
alright cramp killing emo_neg,-1.7962904960863828
maybe wrong say please love lt emo_neg,-2.48695754584418
dont unstan tay emo_neg never please,-2.2228389876517283
white thing ngeze turn emo_neg white party nothing cocktaily classy stressed,-2.8977460192653686
love emo_neg,-1.1967623394691758
july emo_neg,-1.1362291530473738
nt want stuck inside day emo_neg,-2.21646231962919
emo_neg,-1.0
came crashing hurt inside emo_neg,-2.053829372340922
day back rainy uk,-1.9408217062196664
hi peter pen year ca nt get even spare office anymore either emo_neg,-3.384108093489383
got delayed guest sigh emo_neg,-2.0288141862090496
nt come barcelona year emo_neg wo nt able see madrid bilbao,-2.9951233196804314
hate japanese call ban emo_pos,-2.206350436772979
wish nice booty emo_neg,-1.7843173166536552
next oh yeah sharyl currently nt got shane ta call emo_neg,-3.109183682525575
favourite people deactivate emo_neg,-1.7878571585143739
want dance rn emo_neg,-1.7689228473008975
im still giddy d1 emo_neg,-1.9902300853139956
smile beautiful emo_neg,-1.5103311347051678
yes day broken zipper broken beyond repair emo_neg,-2.336484798130246
mean offering emo_neg,-1.4777990201737063
saturday class emo_neg,-1.5108222073678044
bad kind want iphone account say upgrade april far emo_neg cont,-3.14491862809568
need come back england emo_neg,-2.0240121545771292
james wore meet greet emo_neg,-2.052982133537836
tempted eat whole pack oreo need find strength emo_neg,-2.830764311273505
free wifi network available within range emo_neg,-2.4927547917966626
need ice cream lolipop chocolate kebab klappertart cake need moodboster emo_neg,-3.008652718198827
shoot tomorrow nt told team flying evening emo_neg hate unprepared,-2.958880597614024
sry question dresscode count dont want stand front closed door iam confused emo_neg,-3.4586058272512137
oh god emo_neg,-1.5054387602286825
dnt stab meh emo_neg,-1.7988893285450562
wrocilam emo_neg,-1.1124152732025274
otp emo_neg,-1.1215854085596515
hoping real emo_neg zayniscomingbackonjuly26,-1.8147129250535348
work hour emo_neg,-1.527133907463472
time loowwemo_pos,-1.3533086528234877
literally recovered emo_neg,-1.4917276355778326
hi wayne sorry hear looking leave emo_neg happened make want go,-3.1568336787838653
oh emo_neg insurance accidentally damaged device warranty repair sent repair centre,-2.880248992994051
lol emo_neg lmfaoo accurate,-1.7910857090103758
please fra hoping u pick emo_neg,-2.021335456914076
airport emo_neg,-1.1301360051737124
alive got spend time harry got tell story james emo_neg really sad emo_neg,-3.156924072716491
dont say might steel otamendi emo_neg,-2.2583762397360267
goodbye ny emo_neg,-1.4979453703995897
aww stealth bastard named stealth inc steam emo_neg,-2.3217462336039674
therapy exhausting want lie somewhere ca nt emo_neg,-2.560091564532188
nt worry understandable emo_neg mean totally get people block others amp choice sometimes,-3.399019397180217
finally hate switzerland nt kfc emo_neg,-2.1955701064028994
common lie th wolrd fyn emo_neg,-2.2866154207441887
drop home today emo_neg,-1.7822783819288524
oh oh wrong end state emo_neg,-2.019653207374514
genuinely keep nightmare result day fam emo_neg,-2.460539662718954
wo nt talk emo_neg,-1.783781609076091
noo thing emo_pos x,-1.726343048007926
ok im going wifi ill bye emo_neg,-2.4757379020019497
good luck emo_neg,-1.486951529043845
gon na miss tweet tl emo_neg always u come back,-2.847034775340039
smile hide pain emo_pos emo_neg,-2.044851259203149
christ scale deck chair art killing head man emo_neg,-2.853080738607815
aw yk wish could emo_neg go sleep babe need resy,-2.969558331979223
pray emo_neg,-1.132353519642096
omg noo said hi emo_neg,-2.072573112380797
way aww emo_neg funny time,-2.044584106340252
phone shit always run memory emo_neg many nude,-2.6723254781950776
bruh emo_neg,-1.1215854085596515
noo emo_neg nt prepared,-1.7213170257063508
sorry emo_neg let know see,-2.081369777646994
locked house emo_neg,-1.4929596553470137
great view shame weather though emo_neg,-2.2909361047384147
sold emo_neg,-1.127665064183767
wan na sleep emo_neg,-1.836802168462719
praying year avail emo_neg,-1.7901566662258592
fbc messing emo_neg dm,-1.788854438422221
thought friend emo_neg,-1.5261600173709082
add kik mork873 kik kikgirl kikhorny snapchat addmeonsnapchat premiostumundo hotspotwithdanris emo_neg,-2.969122805384313
know emo_neg,-1.1917946878030383
okay emo_neg,-1.1528849007032917
killed emo_neg,-1.117606391946805
dude nt get dm emo_neg,-2.007906477305596
hospital emo_neg,-1.1215854085596515
food poisoning emo_neg,-1.502445478304296
sone produce potager tomato blight emo_neg big change next year,-3.0043437568441242
sheffield emo_neg miss mych,-1.7344103154208526
dress pretty emo_neg,-1.5066465469534633
shiit emo_neg sorry,-1.462952390848915
im screenshotting im proud emo_neg,-1.7868470293668897
prompt claimed far kinda like aready read something similar emo_neg soulmate au canon zz,-3.5936494272077124
careful actually black box emo_neg,-2.057216365927382
well summer emo_neg knew would nt last live britain,-2.7927000905982213
moodboster emo_neg mana,-1.49534768635082
love lil baby emo_neg,-1.7949850232260605
please emo_neg,-1.2198816965907278
need finish hws ugh emo_neg,-2.02776941193951
jouch por que emo_neg,-1.7972554385007478
liceoo emo_neg,-1.1124152732025274
minute counting pas edsa ayala tunnel still completely emo_neg,-2.8401289489404253
upset promised u free ice cream nt mention city centre thatscold ubericecream emo_neg,-3.286020910210999
still awake emo_neg feeling like need delete people snap,-2.8069263794307706
group lourdes bangemo_neg emo_neg,-1.7970197074493333
sorry emo_neg,-1.1953888036761244
emo_neg yes,-1.162873095534593
rain like cat dog ca nt go anywhere water road everywhere emo_neg,-3.2425663685798565
showbox thing work naruto cartoon let keep finger crossed isnt end favourite work companion emo_neg,-3.5906328229386926
face skinny picture omg emo_neg get fat,-2.4658601715122606
barely feel boob emo_neg,-1.7730136067494542
zz missed stop emo_neg,-1.8033247250264708
take back dubai emo_neg,-1.7634919530907829
calum5sos luke5sos ashton5sos bet friend follow chelny disappoint emo_neg,-2.8316356634754296
night everybody start remember homework due tomorrow emo_neg,-2.678656554596015
bad news laribuggy emo_neg know one top10 injured amp medication,-2.9563821369719916
make nutella emo_neg,-1.4662741188837534
nt even get spend much time emo_neg loses wish anything could happened mean sirius could stay,-3.6178596226446054
goat mino emo_neg,-1.4994159433245433
didnt took photo emo_neg,-1.8107977880003718
frudging cant chill emo_posemo_posemo_pos,-1.978948118797105
aww emo_neg nt mean make sad mike,-2.4165803791931073
need put clothes n stuff n right w u stuff u emo_neg,-2.1106698105433033
believe actually went home sat half hour went work lost number ring anyway bbz emo_neg,-3.5440880766892104
aw angeke sbali euuww lunch like real construction worker emo_neg,-2.9955880681991176
guy help u reach would mean much best give harry style solo dm emo_neg nelle,-3.5812230787434727
ik come take care emo_neg,-2.045739095626463
miss death emo_neg,-1.4455548335320323
miss emo_neg hahaha,-1.491029161592778
need sleep emo_neg,-1.5432521375275141
ah jaysus emo_neg,-1.4917276355778326
jealous guy right emo_neg,-1.8075790192826835
people dead emo_neg,-1.502839139804712
longer like toast emo_neg,-1.7535099882693137
hate insecurity go away pls emo_neg,-2.2545146006718557
buti thought ure poop friend emo_neg,-2.2620915305147626
love anymore emo_neg,-1.510917705675224
gorgeous sexy hot amazing angel still shooting rome emo_neg,-2.8359042037321944
bad throat cold emo_neg,-1.8005546091127198
nt like emo_neg,-1.563466251961129
missed youu emo_neg,-1.5089763840977297
llama u sick emo_neg pls take care urself getwellsoonamber,-2.6604695056291003
miss already emo_neg,-1.5259243885394542
rip heath ledger emo_neg,-1.8006031548649708
high time emo_neg v sad,-1.785088098746277
came crashing hurt inside emo_neg,-2.053829372340922
app stupid apple giving apps permission gt emo_neg,-2.6718905122115473
ca nt anymore amp sorry bc anymore emo_neg,-2.2144409357342507
watching madrid lead supersport ai nt showing emo_neg,-2.6152352179390057
hahah boy came milkshake emo_neg,-2.0530957595847044
nt played witcher two month exactly nt really feel like going back wish fallen love emo_neg,-3.681630100551976
wan na watch papertown emo_neg,-2.008961434465175
bale emo_neg,-1.1124152732025274
k dot emo_neg,-1.117606391946805
dont want come home emo_neg,-2.078376224942916
sad time im gettin ready hour shift emo_neg,-2.63378537271665
mean drunk city emo_neg,-1.791860324250253
tired emo_neg,-1.1621431235363473
miss emo_neg,-1.214767210592236
play bahay bahayan kid yes yes pero magisa ko lang emo_neg sadlyf bunso,-3.3103012508179113
someone take see inside please emo_neg,-2.2757268582251187
ca nt sleep emo_neg,-1.821830707910473
babe emo_neg,-1.1464008493768383
sorry want write astonvilla emo_neg berigaud bakar good choice club,-2.957760896463083
emo_neg,-1.0
today dear emo_neg,-1.506798710788793
sad happened louisiana emo_neg,-1.7760524134869755
please lt nobody stream game emo_neg,-2.2692120116724044
busy school emo_neg,-1.519221297292947
watched video girl allergic sun emo_neg depressing,-2.4915692990116254
playing blaine acoustic version teenage dream excuse cry emo_neg,-2.8487395026131668
got hernia emo_neg pain,-1.782257478276077
idk many u doctored toxin freedom go organic emo_neg,-2.641471049453408
got feel ariel body slapped literally body slammed emo_neg,-2.537926503363853
many bee emo_neg,-1.4855560701685944
staying home emo_neg going timing maybe back,-2.4540052852645853
unknown feeling emo_neg,-1.4762755200270026
hard contact want talk people emo_neg,-2.2765371417355285
oh goodness made sad emo_neg finddjderek,-2.2311613322105357
guy smell uughh grabe ka power emo_neg,-2.4776065816246904
wheres gf emo_neg,-1.4953476863508202
must tired emo_neg,-1.5141356548955127
poor bastard emo_neg,-1.4938246576423864
james_yammouni bet follow chelny disappoint emo_neg,-2.261816198371634
smell like emo_neg,-1.4529227087958252
smi oh wait emo_neg kidding nemesis still rule,-2.6296402209489247
know emo_neg askies hai u said last time,-2.450380164448627
ohh emo_neg well know find change mind maybe even someone close xd,-3.325508902574281
doesnt sound appealing emo_neg,-1.7942116913242998
neein emo_neg,-1.1124152732025274
louis lil smile im saad emo_neg,-2.2686202416268593
emo_posemo_pos pay day nt make le poor emo_posemo_pos,-2.4175870069970857
seeing week emo_neg,-1.5095470298813851
like hanging havent crease falling emo_pos sad,-2.5682817554195085
homed amp omg tanned emo_neg,-2.009253716235631
emo_neg nope haha fly dallas,-2.0549001364235284
supposed rain weekend emo_neg,-1.801689502518902
ya emo_neg,-1.1379530600628665
walk infront beato called tim time famous brother probs emo_neg,-3.0064340417137565
minha like day emo_neg,-1.73297502482419
deleicious food followed sound hr sleep never get time emo_neg,-2.9706498783232673
yeah emo_neg always,-1.5301369498527095
airport emo_neg,-1.1301360051737124
blocked twitter emo_neg,-1.4961799848811688
leaving pcb emo_neg,-1.4935555110974295
final ep got go emo_neg,-2.0258637708431997
seen peregrine today one pigeon foot lucky see flew tram stop hav phone take pic emo_neg,-3.8321007286455337
nope another check today hernia emo_neg,-2.2732937051664357
guess spent half hr sitting outside apt building bc left key work hope someone need leave bldg soon emo_neg,-4.205173147041882
hard get notice youu emo_neg,-2.0454241166242353
enough since wrote dark swan series wo nt ever write fifth book dying year emo_neg,-3.7022891099740862
mm nt work would babe emo_neg x,-2.217208896508337
need avi dude emo_neg,-1.777522057608562
alone emo_neg,-1.1343718918532968
nicki follow please emo_neg,-1.7266394514788344
emo_neg fucjikg disgusting,-1.495780867584357
buynotanapologyonitunes nt avalible denmark emo_neg could someone please gift im frustrated,-3.0662040517812397
talking lmao emo_neg,-1.5098372699207978
throat hurt like hell nw emo_neg,-2.252824294747121
first day sch miss sharing class w jeslyn already emo_neg,-2.7957826951922335
counting emo_neg,-1.117606391946805
rooting emo_neg kuch nahi hua,-2.056688393130387
terrible day bitching newbie trying get think amp search help one gave crap emo_neg,-3.548381183042449
come back emo_neg,-1.5395507221234606
really need miracle happen today emo_neg win please,-2.6212319215053888
oh good linda emo_neg tried clicking option change pin,-2.817519214314163
craving chicken wing emo_neg,-1.8022866551621668
emo_neg love,-1.1967623394691758
epic fail ubericecream page wont even load emo_neg,-2.6660708073504082
thank sa bracelet ang ganda emo_neg,-2.2817128229994594
nux hinanap ako yes told ya load emo_neg uy check fbc grabe sched anyare,-3.614294253588913
co would entertain tbh hey remember typa weather emo_neg,-2.85284706839617
twitter buddy able minute transparency job shit photoshop emo_neg,-2.8511499511244986
still nt decided want name planner emo_neg please helpp,-2.7287931766345075
wan na take selfie cause im wearig dri got alot people inside bus emo_neg,-3.5567825410912572
yeah next prey emo_neg poor girl,-2.2737466281997056
feel gross like sick tummy hurt emo_neg wan na go home feeling drained,-3.4249889065750265
ausfailia haha missing snow emo_neg amp live footy flight get day game ye row,-3.563486846868068
amp kitkat please emo_neg,-1.7431485042918649
really sad nt get see guy bday emo_neg,-2.615555189176322
emo_neg money,-1.1425116074957171
guy emo_neg,-1.1676138131028266
suger emo_neg,-1.1124152732025274
olivia ca nt read oh god emo_neg b amp,-2.6032420764904187
supporting since audition american idol ugh still nt notice emo_neg,-2.948231561549758
virgin emo_neg,-1.117606391946805
used foot injury lol appendix burst ago appendicitis told hernia emo_neg,-3.183604288261818
yeahh emo_neg hard esp well digital chart cry,-2.6655449501245476
well fack look like wo nt able touch nhl ever emo_neg,-3.1022570932595257
hay emo_neg,-1.132353519642096
g cant afford emo_neg,-1.5076435871226042
really miss emo_neg,-1.5537065245128134
praying khamis emo_neg kadhafi,-1.797019707449333
wan na go favorite spot amp watch sun rise way across town emo_neg,-3.4194029208620185
ugh reaaly nt know emo_neg ja,-2.186981862715295
sorry delay naomi emo_neg,-1.7576226223037543
modern contemporary thats emo_neg,-1.7948068027352118
messed big time emo_neg,-1.771604593072841
looking fun kik slacke565 kik kikmeguys blonde kikchat sexy mpoints kiksexting emo_neg,-3.1358550215215204
jahat emo_neg,-1.1124152732025274
poor baby emo_neg,-1.5248771737941558
would entertain tbh hey remember typa weather emo_neg,-2.6735490083950917
know ca nt emo_neg,-1.8356560528461325
oh dear emo_neg discount though,-2.0278939145013326
cant bc im going thorpe park day bday emo_neg idk instead,-3.1348569300503275
emo_neg goat got scared,-1.7865275856881135
miss emo_neg,-1.214767210592236
u never call emo_neg,-1.5202709025955385
left emo_neg,-1.1498188997096426
yeah guessed much emo_neg hope decide play nicely,-2.630635581104089
esnho node15 advanced directx11 shading workshop p2 uploaded removed emo_neg,-3.0375458137733053
blackberry shitty mobile emo_neg povertyyouareevil,-2.056688393130387
help god emo_neg,-1.5124398428084944
think getting sick emo_neg,-1.8256251607668323
really struggling painting finger emo_neg,-2.0285078987940643
math test result emo_neg,-1.799247186019402
love feel emm think emo_neg,-2.0057529466343933
ouch hurt emo_neg,-1.49052052980926
lied emo_neg said could drink emo_neg,-2.0869013109888317
ah must missed still sign data network elgin yet though emo_neg,-3.167876758446825
hay waiting game waiting vava emo_neg hungry na,-2.344425557428403
oh nt emo_neg yes makati,-1.968681764292379
one day emo_neg,-1.5519736539921998
omg baon ko week soup would soak bread mush emo_neg,-2.9865256478188904
missing game emo_neg better show later,-2.2996831677221783
miss matt coming home day nt know going get back emo_neg,-3.1072615490965694
raining emo_neg,-1.1379530600628665
september yet need ouat back emo_neg,-2.234566661332936
oh well wo nt going beach emo_neg horrible blinkin weather,-2.960754982942392
player emo_neg,-1.1215854085596515
one best couple emo_neg,-1.773292448587087
still working emo_neg,-1.5260055421089143
unblock instagram emo_neg,-1.495780867584357
headack badly tension eritation emo_neg,-2.053163210304202
thanks answer feeling frustrated emo_neg try change perspective,-2.655117222422019
using time chat u u nt seem like u want chat emo_neg,-2.3385709135122963
harry nt forget song add wedding playlist emo_neg louis endlessly blushing n batting eye,-3.430543304462127
poor kiddo emo_neg,-1.4861537813675985
rumbelle feel overwhelming emo_neg,-1.7580787149941064
ca nt believe still saw lot trash thrown irresponsibly pakighinabi session emo_neg,-3.2453056033736267
pinkfinite huhu emo_neg,-1.4911018560838583
hi beb really bad migraine sorry nt lot today lot pain emo_neg gon na rest love,-3.528407183011319
driving home rn almost ran coyote emo_neg shit scared fuck outta,-3.1746185314755526
weather mad amp work emo_neg,-2.049728141792439
headache emo_neg,-1.127665064183767
oh head save emo_neg,-1.7955379004274947
precious baby baechu emo_neg,-1.782864527024553
emotionally tired emo_neg,-1.488224679852396
aww baby emo_neg,-1.530242364689146
never see emo_neg calibraskaep,-1.7766986088626007
r u talking still emo_neg,-1.4941501335763956
feel yah emo_neg,-1.4706154573666703
yo dude fancy helping fan wan na grow yt channel ca nt purchase elgato emo_neg,-3.6605013083248403
one want go ant man emo_neg,-2.2366717968168897
expect unexpect emo_neg bestfriend,-1.798162117101564
okay mom well day yesterday fainted due low bp fever emo_neg,-3.1608418521267985
along fever emo_neg,-1.5024643772042574
apparently shower friday subway one kind enough tell cool guy emo_neg,-3.1582428623331174
please keep prayer fragile ca nt even cry feel like done much week already emo_neg,-3.6609383527108528
know right sure leave huge gap comic plot emo_neg,-2.8275571014442327
last summer vacation family im emotional emo_neg,-2.465521158605293
bungie nice u folk rest world emo_neg,-2.272251236153578
well broke another raspberry pi emo_neg,-2.2629260260386532
new shoe please emo_neg,-1.7376976906590547
wanting change woohyun one sunggyu make feel guilty emo_neg,-2.7975852470808706
monica went davao emo_neg luckyy,-2.0416191659645744
almost enough confidence enough enough good night emo_neg,-1.9859311455377127
cuz thought could ask team snapchat make live concert since last concert eunhae emo_neg,-3.3154725750835725
crap misplaced phone emo_neg,-1.789920633576114
miss den emo_neg,-1.4330331821791935
miss baby dae bap much emo_neg,-2.201792664414419
good japanese likewise either emo_neg,-2.0301888228724856
give liam solo dm dylan emo_neg pls emo_neg,-2.528065862156596
happened emo_neg,-1.1487234596696736
u follow back emo_neg huehue,-1.749117875341197
also u ca nt make rice krispy treat without marshmallow gt emo_neg,-3.0922240978371276
take care urself emo_neg,-1.7945099367418689
body srsly tired ca nt sleep emo_neg,-2.430896777057278
emo_neg,-1.0
birmingham m5m6junction heading soulsurvivor15 stafford slow progress emo_neg,-2.6851205671492937
idk think follow gift emo_neg,-2.0538253378098554
emo_neg mixture proud far come also missing day emo_neg,-2.7041442523582537
ang inactive ko shem emo_neg,-2.0608088402810734
dude watch language emo_neg,-1.8003006278494325
state hair emo_neg,-1.5014715747709853
miss someone emo_neg,-1.526866076106252
wan na watch paper town emo_neg,-2.2745151352154727
looking way emo_neg,-1.5252852386561333
practice sad lage emo_neg,-1.7554272577125374
guy add kik ramd kik kikme talk lesbian oralsex video sexual emo_neg,-3.1144725027680082
dont really know sorry.emo_neg try opening paint save,-2.7954874271025125
youre getting famous emo_neg,-1.7958436454044482
last day working munchkin today emo_neg bought little parting gift,-2.9836065953682716
miss emo_neg still juja,-1.727238892630446
short talk last day beach emo_pos via,-2.6120445409321666
asked mr murugan hope handle trip year dia reply bgtau yeah wan na go emo_neg harap mom bagi aminn,-4.182458295898253
also wan na go beach best fraand emo_neg might need new friend december go holiday,-3.564793457650095
cry watching bigbang tl emo_neg,-2.0465781062560837
steak lot younger fat make g g emo_neg,-2.261510829100264
sian ah go anybody want meet emo_neg,-2.452786511165956
wish could pizza delivered emo_neg,-2.0318318730562908
whats wrong nose emo_neg,-1.8060382312240177
add snapchat nicoleapage snapchat kiksex kikmeboys makeup kikmeboys free camsex emo_neg,-2.741999122728007
im trying fall asleep emo_neg,-2.056064371581103
surprised sound hellish would thing emo_neg,-2.257824035417032
thirstyy emo_neg,-1.1124152732025274
bad dream emo_neg,-1.521995406239412
isnt today emo_neg,-1.4800591959359186
kinda true emo_neg,-1.5107029066582944
get sad every time think got chesties emo_neg,-2.623501568946935
dad say wan na eat nando dinner tmr emo_neg,-2.8173104362792927
gave rest emo_neg give solo dm,-2.2914999820292823
bow bitch queen world emo_neg,-2.0529743754789984
one brave enough watch snapchat story emo_neg,-2.4656622001210065
assignment emo_neg,-1.1248589694285935
hahah im even joking emo_neg going made xx,-2.6637825391394467
upset hen going leeds reading rdd dissipating emo_neg,-2.6632314227294196
idea emo_neg,-1.1343718918532968
nt know sorry let make emo_neg,-2.2836023355813144
getting pumped emo_neg,-1.4809866605491226
capee emo_neg,-1.1124152732025274
money emo_neg,-1.1425116074957171
